,Title,Content
50,NDC executives sponsor candidate against Muntaka's re-election bid,"Some branch executives of the National Democratic Congress in the Asawase Constituency, have gathered resources to sponsor a candidate against the incumbent Member of Parliament in the party’s upcoming parliamentary primaries.The group according to a 3news.com on Tuesday, February 22, 2023, picked up nomination forms for Mubarak Masawudu to contest Mohammed Muntaka Mubarak for the party’s slot in the 2024 parliamentary elections.“We the undersigned branch executives have contributed an amount of GH¢5,000 as the fee for picking up the parliamentary nomination form for Masawudu Mubarak.“We came about this decision based on the enormous contribution of Masawudu towards building a formidable NDC in the Asawase Constituency,” Abubakar Ahmed Ibrahim, branch secretary for Asawase B-LINE, stated at a press conference.According to the executive’s their preferred candidate will provide the right leadership to the people of the constituency to bring about growth and development.“Masawudu through his youth empowerment programme has successfully secured a meaningful sustainable job for some of the youth of Asawase Constituency. This aligns to his overall goal of building the human capital base of the constituency.“We are convinced that when given the nod, Comrade Masawudu through his youthful empowerment programme will eradicate the long-standing financial struggle the branches go through, rendering them ineffective.“The policies and programmes that Comrade Masawudu espouses assures us that when he becomes the parliamentary candidate and subsequently the Member of Parliament for Asawase, the constituency will undoubtedly witness the total transformation she deserves,” the group said.Mohammed Muntaka has been in parliament for five consecutive terms as MP for Asawase, one of the seats held by the NDC in the Ashanti Regional stronghold of the ruling New Patriotic Party.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places here:GA/SARA"
51,NDC primaries: Ablakwa declares re-election bid,"Member of Parliament for North Tongu, Samuel Okudzeto Ablakwa has officially announced his decision to contest in the upcoming parliamentary primaries of the opposition National Democratic Congress (NDC).According to the MP, his decision to start the process towards a re-election to parliament is a result of immense calls made on him by his constituents.“As NDC parliamentary & presidential nomination processes begin today, it is with a deep sense of duty, dedication, humility & respect for the overwhelming calls by my beloved North Tongu constituents to continue serving them that I announce my decision to seek re-election as MP,” he announced via a Facebook post sighted by GhanaWeb.The NDC ahead of the 2024 presidential and parliamentary elections has slated its primaries for May 13, 2023, to elect its candidates.Mr Okudzeto Ablakwa is a third-term MP representing the people of North Tongu on the ticket of the NDC having been elected for the first time in 2012.He has also served as deputy minister for information as well as a deputy minister for communication. He is regarded as one of the most active MPs in the current 8th Parliament of Ghana’s Fourth Republic.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places here:GA/SARA"
52,Charles Asiedu: Meet Asiedu Nketiah’s son aiming for Tano South parliamentary seat,"A number of young people on both sides of the political divide, that is in the governing New Patriotic Party (NPP) and the opposition National Democratic Congress (NDC) are eyeing seats in the legislature come 2024.The hurdle at this stage is to scale the party primaries before they go into real battle come December 2024 to secure a seat in Parliament.One such aspiring lawmaker is Charles Asiedu.On a good day, he will pass off as another young activist in the NDC who is seeking to replace the retiring MPs and or one seeking to wrestle a seat from the NPP for his party.Charles it so happens is the son of the National Chairman of the NDC, Johnson Asiedu Nketiah.Who is Charles Asiedu? a. Charles only recently declared his intention to contest in the party’s Tano South parliamentary primaries.b. He is a former organizer of the party in the Ahafo Region c. He is seeking to replace Hannah Bissue (current Women’s Organizer) who has been NDC’s candidate in the constituency since 2012, winning it once.d. Charles will come up against four other contenders according to information available to GhanaWeb.e. Prior to his regional organizer position, Charles served as two-term branch organizer before becoming a deputy Brong Ahafo Regional Organizer.f. He has a close relationship with Dr Hanna Bissiw’s serving as her campaign manager for the successful National Women’s Organizer bids in 2018 and 2022.Charles (arrowed) joined by Hanna Bissiw and other NDC activists during a protest in Techimang. Charles holds a Master of Arts Degree in Organizational Leadership and Governance from the University of Ghana Business school. He is also a product of the Ghana Institute of Journalism (GIJ).h. He has a certificate in Political Leadership and Party Organisation from the NDC’s Ghana Institute of Social Democracy (GISD).TWI NEWSi. Charles Asiedu’s areas of expertise are communication, political marketing and branding, research, governance, strategic planning and human resource development.In an interview with Accra-based myxyzonline.com, the youth activist said “I am always here with the people and they know me to be a vibrant party person who has served them in different capacities.”Whether he scales the party primaries and makes it past the December 7, 2024 post, like they say, time will tell.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places here:SARA"
53,Government is restoring pre-COVID-19 economic stability and growth – Richard Ahiagbah,"Director of Communications for the governing New Patriotic Party (NPP), Richard Ahiagbah has stated that the Akufo-Addo government is on course to restore the country’s economic stability and growth that existed before the outbreak of the COVID-19 pandemic.Addressing the press at the party headquarters in Aslym Down, Accra, today Wednesday 22 February 2023, Richard Ahiagbah, said the government’s Post Covid-19 Program for Economic Growth (PC-PEG) is a solid blueprint that is ushering the country out of the economic setback the people of Ghana have had to endure the last 12months.NDC’s poor recordBefore he outlined the recovery plans of the Akufo-Addo administration, Mr. Ahiagbah, took a swipe at the opposition National Democratic Congress (NDC) for what he says is a deliberate effort on the part of the opposition party to “misled many Ghanaians to think that [the Akufo-Addo government] has mismanaged the economy since assuming office”.“This claim by the NDC however is not supported by the hard economic data and the reality around the world. In all these, the NDC has not provided any credible alternative solution(s). They are talking a lot but not about solutions.  It is blame, mischaracterization, and denial of obvious global economic realities” Richard Ahiagbah said. Supporting his argument on the “poor performance” of the NDC when they were in office between 2013 and 2016, Ahiagbah said, “on the larger economy which is measured in terms of GDP the NDC, supervised a perpetual decline from 2013 to 2016”.“In 2013, GDP was 7.3%; in 2014 it was 4%; in 2015 it was 3.9% and in 2016 it was 3.7%. In terms of percentage changes in the GPD, the economy deteriorated by 45.2% in 2014 compared to 2013 growth. Similarly, the economy decreased by 2.5% in 2015 and 5.12% in 2016.“In the Real Sector, which includes Agriculture, Industry, and Service, the NDC’s performance was even worst. From 2013, real sector growth plummeted significantly across all sectors. In 2014 all the sectors grew at a negative rate using 2013 performance as a base” Mr. Ahiagbah said.“Let me remind you that this poor performance was against the NDC inheriting an economy that had discovered oil in commercial quantities and began production in 2010; which shot Ghana’s GDP to 14% in 2011.  All that growth momentum was vanquished by the NDC, led by Ex-President Mahama” he added. NPP’s outstanding performanceComparing the NDC’s performance with the NPP’s time in office before the COVID-19 pandemic and the Russian invasion of Ukraine, the NPP’s director of communications noted that available data shows that the “NPP turned around the contracting economy it inherited from the NDC in 2017 to date”.“On GDP, 2017 GDP grew at 8.1 percent compared to 3.7 percent in 2016, 2018 GDP grew by 6.3%, 2019 GDP grew by 6.5% and 2020 GDP grew by 0.5%. In the real rector, the industry recorded its highest growth of 16.7% in 2017, with Agriculture at 8.4%, and the Services sectors at 4.3%.“Industry grew from a mournful negative 0.5% in 2016 to 16.7 percent in 2017 and Services grew from 2.8% in 2016 to an appreciable 4.3% in 2017,” Ahiagbah said.“The Agric sector also grew from a dismal 2.7% in 2016 to 8.4% in 2017. Friends from the media, this data we just reviewed imply that the vulnerable in our society, the poor, indeed, the vast majority of Ghanaians fared much better under NPP in 2017. Data is sacred” he added.Recovery planAs part of the recovery plan, Mr. Ahiagbah said “Government has introduced the Post Covid-19 Program for Economic Growth (PC-PEG) to among others establish a sustainable macro-fiscal path, restore debt sustainability and macro-economic stability underpinned by key structural reform and social protection”.According to Richard Ahiagbah, “the PC-PEG will address the economic challenges of this country through fiscal consolidation, get treatment, and structural reform” and that “Government through the Central Bank has responded with a raft of monetary policy measures, including the bi-weekly FX forward auction, and the BDC forex auction which has helped subdue the pressure on the spot FX market”.“To complement the monetary policies which have been activated, the Government has subsequently announced Expenditure-led measures including a 30% cut in discretionary expenditures, a moratorium on the new creation of government units, a freeze on government travels, 30 percent cut in salaries of the executive and political appointees, among others,” Ahiagbah said.“Other policies such as the implementation of the Gold for Oil (G4O) program, implementation of the COVID-19 Alleviation & Revitalization of Enterprises Support (CARES) Program, to inject some Ghc100 billion into the economy” [are all part of the larger strategy of the government to the country’s economic stability] Ahiagbah added.“Government’s transformative agenda to digitalize the economy [which is aimed at formalizing] the Ghanaian economy & improve its administrative systems & global competitiveness, the banking sector reforms which has introduced a tighter regulatory & supervisory framework in the sector are all part of the steps government is taking to revive the economy.“Through these innovative measures, the government is demonstrating its resolve to build back the economy quickly and restore fiscal rectitude. Government’s commitment to these measures is a clear assurance that we are on the right track and capable of causing a turnaround of the economy with the resolute support of all Ghanaians” Richard Ahiagbah further stated.Way Forward for EconomyIn his press statement, the NPP's director of communications identified several thematic areas that the government is paying attention to tackle the prevailing economic challenges.Mr. Ahiagbah noted that in 2022, the government introduced a raft of fiscal and monetary measures to rein in expenditures and improve revenue mobilization, including a cut in discretionary spending, a cut in the salaries of the executives, a freeze on foreign travel, among others"".""The 2023 budget indicates the government’s desire to continue fiscal consolidation efforts and reduce the fiscal deficit in line with the pending IMF Programme. The government expects to record one of the lowest deficits this year, much lower than the GH¢64.0 billion announced in the 2023 budget"" Ahiagbah said.""Expenditure measures, the debt treatment program, and structural reforms, among others, are all measures that the Akufo-Addo administration has embarked on to ensure that the economy is stabilized and subsequently made to grow as was the case before the COVID-19 pandemic"" Ahiagbah added."
54,'We've beaten him twice' - NPP unperturbed by Mahama's 3rd coming - Ahiagbah,"The Director of Communications of the governing New Patriotic Party (NPP) has stated that the party is unperturbed by the decision of former president John Dramani Mahama to run for president in the 2024 general elections.Richard Ahiagbah told press men (February 22) that having defeated Mahama twice (in 2016 and 2020), the NPP has no fears facing him for a third consecutive time.“We have beaten him twice, so you just conclude for yourself if we are afraid of him. It is all mathematical, and we have defeated him twice. He is even afraid to plainly declare whether he is going to contest or not. We are ready for him.”According to Ahiagbah, the NPP's major preoccupation now is to improve the economy and ease the cost of living crisis that citizens have been faced with for the past few months.“We are interested in how we can build our economy, and we want to know whether he has the solution because we saw him vanquish the gains that he got, and we saw him collapse our economy and banking sector. ""He doesn’t have what it takes to improve Ghana because if he had what it took to do that, he wouldn’t have vanquished our economic gains and taken us to the IMF,” he stressed.Mahama declares bid, picks nomination formsMahama's formal intention to run for a third consecutive shot at the presidency was reported when a number of NDC MPs confirmed that he was going to contest.On February 22, forms were picked on his behalf by Prof. Alabi and regional chairmen amid fanfare. Mahama is expected to address the media in due course to formally announce his bid.Mahama’s political roots date as far back to the days of Ghana’s independence when his father served in the Nkrumah government.John Mahama, a political throughbred He is reputed to be one of the most thoroughbred politicians of the Fourth Republic having served from the local level (Assembly) through to becoming a Member of Parliament for Bole Bamboi on the ticket of the National Democratic Congress.Mahama held deputy minister and ministerial portfolios under the Rawlings government before rising to become vice president under John Mills and president when he took over from Mills then won his first full term in 2012.He is widely expected to contest for the presidency come 2024 as he seeks a final term in office on the back of two straight defeats to President Nana Addo Dankwa Akufo-Addo in 2016 and 2020.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places here:SARA"
55,NPP Flagbearership: Reports I have endorsed Alan Kyerematen are false - Ya-Na,"The King of Dagbon, Ya-Na Abukari II says media reports claiming he has endorsed Alan Kyerematen's NPP flagbearership bid are false.The former Trade Minister, who has resigned from government to pursue his flagbearership ambition, called on the King of Dagbon on Monday, and after the visit, some selected newspapers published that the Ya-Na had told Alan Kyerematen that it was Alan's time to lead the NPP as flagbearer.The King of Dagbon has categorically  issued a  disclaimer stating the reports are falsehood.A press statement signed by the Secretary to the Ya-Na, rejected the concocted reports and affirmed the Ya-Na's openness to the public.""The attention of the Gbewaa Palace has been drawn to reports in various newspapers regarding the courtesy visit by the Hon Alan Kyerematen on His Majesty Ndan Ya-Na Abukari II. In particular, the reports suggest that His Royal Majesty had declared that it was the turn of Hon. Alan Kyerematen to lead the governing New Patriotic Party (NPP) as a flagbearer,"" the statement read.""His Majesty wishes to state categorically that he made no such claim,"" the release stated, adding, ""I have not endorsed Hon. Alan Kyerematen and wish to state categorically that the doors of my Palace are open for all"", it added."
56,Akufo-Addo lauds 30 years of parliamentary democracy under Fourth Republic,"President Akufo-Addo has touted the Country’s democracy as one of the best on the continent, charging citizens to do all they can to protect it.In a speech read on his behalf by the Chief of Staff, Akosua Frema Osei Opare, on the floor of Parliament on Wednesday, February 22, as part of the 30th anniversary of Parliamentary democracy, the President said Ghana’s democracy has not been achieved on a silver platter but by dint of hard work.Speaker of Parliament, Alban Bagbin, praised the illustrious sons and daughters of Ghana for the role they played in entrenching democracy in the country.Majority Leader, Osei Kyei-Mensah Bonsu said in spite of 30 years of Constitutional rule, the country still struggles with issues of youth unemployment, Chieftaincy conflicts, insecurity, poverty, and corruption of all forms. However, the nation has much achievement to show.Minority Leader Cassiel Atto Forson said that though the nation has witnessed a couple of constitutional transitions, it has given democracy a chance. He said democracy is all about Parliament and this happens when Parliament is properly constituted and conducts its business orderly."
57,We need Kyerematen to break the eight – Nana Busia,"Nana Adom Busia, a leading member of the New Patriotic Party (NPP) in the Wenchi constituency of the Bono Region, says endorsing Alan Kwadwo Kyerematen as a presidential candidate will enhance NPP’s chances to break the eight in the Election 2024.He, therefore, called on the delegates, preparing for the party’s impending presidential primaries to remember and ‘stick’ to the NPP’s tradition and give Alan Kyeremanten the nod to lead the party to election victory.In an interview with the Ghana News Agency (GNA) at Wenchi, Nana Busia said the NPP would be ungrateful to Alan Kyerematen, if the delegates failed to endorse him, saying “that will also cause doom for our great party”.He said Alan Kyeremanten had remained loyal, and served the NPP wholeheartedly, after conceding defeat to President Nana Addo Dankwa Akufo-Addo in the party’s last presidential primaries, stressing “we all know this is time for Alan Kyeremanten to lead us to retain political power in the next general election”.“For us to break the eight, I think Vice President Dr Alhaji Mahamudu Bawumia has contributed his quota, and it’s appropriate for him to retire with President Nana Addo Dankwa Akufo-Addo”.“His retirement with the president will build and strengthen the internal unity we need to go for the elections. Other than that, it will be politically suicidal for the NPP in the 2024 general election”, he added.Describing him as the choice for all, Nana Busia said “as a great party we can’t overlook our political history and pick any wrong choice to lead us because posterity would not spare us if we do so”."
58,Ofori-Atta ‘abon’ – Yaa Jantuah slams NPP over economic mess,"The General Secretary of the Convention People’s Party (CPP), Nana Yaa Jantuah has hit hard at the NPP government for keeping Finance Minister, Ken Ofori-Atta, in office months after the country’s economy deteriorated.The former Public Affairs Director for the Public Utilities Regulatory Commission (PURC) who was speaking on Power FM’s Inside Politics programme wondered why the minister was still in office after Ghana borrowed so hugely in a debt distress level.“Ken Ofori-Atta abon [Ken Ofori-Atta is incompetent],” she said in Akan while explaining that the finance minister is highly incompetent and unintelligent for allowing the economy to slowly grind to a halt amid warnings from experts.“When I call them F9 (unintelligent) ministers people want to come after me but that is who they are: non-performing ministers,” she argued.Yaa Jantuah said times are hard that the working class and the ordinary people cannot afford a 3 square meal which was possible before the NPP took over power in 2017.The hardship, she explained, was as a result of the inflationary spiral fuelled by a steep depreciation of the cedi which was not managed for a long time.To her, President Akufo-Addo should have sacked Ofori-Atta long before the economy got crushed to a point that the country cannot pay for its domestic and external debts.Experts and rating agents have described Ghana’s economy as one that is in a huge debt crisis.Finding a way to handle the government’s debts internationally, Finance Minister Ofori-Atta recently disclosed that the government has initiated talks with China over Ghana’s debt following a successful Domestic Debt Exchange Programme (DDEP).He told Citi News that negotiations with China are important because China holds the majority of the external bonds, stressing that he was to lead a delegation to China to plead for debt cancellation.“The big elephant in the room is China, we will be visiting China by the end of the week to really discuss how they come into the envelope as quickly as possible. So we are looking at that support from them. China represents about a third of the $5.7 billion loan and so it is important that we engage them,” he said.Nana Yaa Jantuah believes Ghana should not have degraded to a level that a team that mocked the previous government for going for an IMF bailout will now be drowned in debt borne out of mismanagement.He partly blamed the nepotistic nature of President Akufo-Addo who is related to Ofori-Atta for the economic mess which she said had plunged the country into hunger."
59,"Mahama was far superior to this corrupt, inept, and insensitive government – True Drivers Union","The True Drivers Union says the decision to support former President John Dramani Mahama in his quest to contest the 20224 presidential elections is because he is fat competent, credible, and with the highest form of integrity.Public Relations Officer (PRO) Yaw Barimah told Nyankonton Mu Nsem on Rainbow Radio 87.5Fm that the current New Patriotic Party (NPP) has failed its promises to Ghanaians.He noted that in 2016, they supported the NPP and President Akufo-Addo, however, he has failed the people and exhibited high forms of corruption, incompetence, and mismanaged Ghana’s economy.He claimed that the NPP promised to create more jobs and protect the public but has done the opposite.He stated that they are currently destroying businesses and depleting our resources for their own selfish gain.“We expected better leadership from the NPP, but what they have delivered so far shows that Mahama is far better than what Nana Addo has delivered,” Yaw Barimah said. We had disagreements with Mahama when he was in power. But based on what we’ve seen so far, from Nana Addo, we’ll conclude that he’s clueless, incompetent, and lacks the qualifications to be president”.When asked if they were not doing this because they are NDC members, he recalled how they supported the NPP in 2016 and was asked if they were NPP members at the time.“We had a better life under Mahama. He far outperformed Nana Addo. Today is difficult for us. We have come to regret voting for the NPP. Ghanaians are currently facing economic hardship. Ghanaians are struggling. ""We cannot afford the high cost of gasoline. Things are challenging. Businesses are struggling. We know that supporting Mahama is the best option. We’ve seen what he’s capable of because we’ve seen what he’s capable of. That is why we have decided to back him,” he added."
60,NDC presidential primaries: Alabi picks nomination forms for Mahama,"Former President John Dramani Mahama has officially picked up nomination forms to run in his party’s upcoming presidential primaries. This comes a day after he told some members of the Minority Caucus of his plans to run during a meeting.Former presidential aspirant , Joshua Alabi picked presidential nomination forms on Wednesday  on behalf of former President John Mahama at the NDC headquarters in Adabraka “We are here to pick up the forms for his HE John Dramani Mahama. As you are aware, we are in very difficult times in this country, the economy is in shambles, people are suffering and the summary here is that people are crying for the NDC to come back,” Prof. Alabi said.According to him, Ghanaians are asking for a well-experienced leader, saying, “If leadership counts, then experience is the key, one who has done it before and one who is very humble, one who loves the people; and one who believes in people-centered policies.” Fortunately for us in the NDC, as a country, we have somebody like that."
61,"Okada drivers, spare parts dealers, drivers’ unions give cash donations to support Mahama's campaign","Some members of trade unions including Okada drivers, spare parts dealers and drivers’ union have donated an undisclosed amount of money to support the campaign of former President John Dramani Mahama.The donation was done when the group went to present a petition to the former president, on Tuesday, February 21, 2023, urging him to contest in the 2024 presidential election.The group indicated that the current hardships in Ghana have made them appreciate the leadership of Mahama. They indicated that they are now suffering particularly because of the increase in the prices of petroleum products which is making it difficult for them to ply their trade and has led to a lot of them losing their jobs.Some of the Okada drivers who spoke to JoyNews said that John Mahama is the right person to lead the country out of the current economic challenges.They added that they want the former president to lead Ghana again because he promised to legalise Okada when he becomes president.“I’m taking part in this because of the promise of former President John Dramani Mahama to legalise Okada in 2020 but unfortunately, he did not win the election. We believe that in 2024 John Mahama will win the elections. We are pleading with him to come out and pick the forms (NDC flagebearship nomination forms),” one Okada driver said.“We are on our knees begging him to go for the forms. That is why we brought the petition to him and some little amount of money to support his campaign,” another driver said.Meanwhile, the former president has picked the nomination forms to contest the flagbearership race of the National Democratic Congress (NDC).This was barely 24 hours after he declared his intention to run for president in the 2024 general election on the ticket of the opposition National Democratic Congress (NDC).John Mahama made the formal announcement when he met with the minority caucus at his Cantonment office on Tuesday.All NDC MPs in Parliament have unanimously endorsed John Dramani Mahama's candidature as flagbearer.Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places on GhanaWeb TV below:IB/DO"
62,"NPP National Executives visit Christian Atsu's family house, donate GH₵10,000","The ruling New Patriotic Party (NPP) has made a donation of GH₵10,000 to the family of the late Ghanaian footballer, Christian Atsu.Christian Atsu was found dead on the morning of Saturday, February 18, 2022, at the site of his collapsed apartment more than a week after a devastating earthquake hit parts of Turkey and Syria.The NPP through a delegation led by the party's General Secretary, Justin Frimpong-Kodua paid a visit to the family to offer their condolences for the loss of Christian Atsu.Justin Frimpong-Kodua was accompanied to the family house of Christian Atsu by NPP National Youth Organizer, Henry Nana Boakye (Nana B), and the party's National Nasara Coordinator, Abdul Aziz Haruna Futa.The NPP National Executives after signing the book of condolence of Christian Atsu donated GH₵10,000 to aid the family preparations for the one-week anniversary of the late footballer.Christian Atsu before his demise played in the 2014 FIFA World Cup in Brazil and four other African Cup of Nations tournaments. In all, Atsu made 65 appearances and scored 9 goals for the Black Stars from 2012-2019."
63,How much fish do we harvest in Ghana for us to have a whole ministry for it? - NPP communicator asks,"Kweku Yeboah, a member of the communication team of the New Patriotic Party (NPP), has said that he supports the decision of the minority caucus of Parliament to reject all the new ministerial appointees of President Nana Addo Dankwa Akufo-Addo.According to him, the appointment of the new ministers and deputy ministers was unnecessary, particularly given the current economic conditions in the country.Speaking in a Sompa TV interview monitored by GhanaWeb, on Monday, Yeboah added that the president could simply merge some of the ministries and could have also elevated some of the deputy ministers to fill the vacant ministerial positions. “As for this one, I agree with NDC because there is a Ministry of Fisheries but we kept importing fish… the Agric Ministry also has a substantive minister and a lot of deputies. How much fish do we harvest in this country for us to have a whole ministry for it?“… for the Trade and Agric ministries, one of the deputies could have been elevated to replace the ministers who resigned. There is no need to appoint new ministers,” he said in Twi.Meanwhile, Parliament’s Appointments Committee has vetted all the ministers and deputy minister nominees recently announced by President Nana Addo Dankwa Akufo-Addo.On Monday, February 20, 2023, the house vetted ministerial nominees including the Member of Parliament (MP) for Adansi Asokwa, K. T. Hammond, as the minister-designate for Trade and Industry, MP for Abetifi, Bryan Acheampong, has been nominated as the Minister for Food and Agriculture, while Stephen Asamoah Boateng is going to the chieftaincy and religious affairs ministry as minister.On Tuesday, the committee vetted Osei Bonsu Amoah, the minister of state-designate for Local Government; Stephen Amoah (Sticka), the MP for Nhyiaeso, who would serve as the deputy Trade and Industry Minister if approved; and Mohammed Amin Adam, the MP for Karaga, who was named by President Akufo-Addo as Minister of State - designate at the Finance Ministry.The National Democratic Congress (NDC) has directed the minority caucus in parliament not to approve any of the new ministerial nominees appointed by the president.According to the party, the caucus should rather push for a reduction in the size of government to reduce the needless drain on scarce public resources.Watch the interview below:Meanwhile, catch the latest GhanaWeb TV Election Desk interview with Francis Addai-Nimoh, as he discusses his plans to become the NPP's flagbearer, below:You can also watch this episode of People & Places on GhanaWeb TV below:IB/OGB"
64,Duffuor and Kojo Bonsu should stop trying to contest John Mahama – Suhuyini,"The Member of Parliament for Tamale North, Alhassan Sayibu Suhuyini, has urged Dr. Kwabena Duffuor and Kojo Bonsu to stop attempting to compete against John Dramani Mahama for the flagbearership position of the National Democratic Congress (NDC). He explained that their competition is not what is important especially when the focus should be on how to give Ghana a better government and leaders. Speaking with Oyerepa TV in an interview, the MP stated that the two other candidates are people who have contributed immensely to the development of the NDC but unfortunately, the flagbearer position is not one for them. “They should stop it. They should let us focus on rescuing this country with John Mahama. They are people who have worked tirelessly and so hard for this country, especially Dr. Kwabena Duffuor; no one can write away the contribution he has made to the development of the National Democratic Congress (NDC), Kojo Bonsu did a fantastic job when he was Mayor of Kumasi. “He has been one of our branding gurus when it comes to party marketing and all of that, but this is not for them. They should just stop it, with all due respect, they should stop it and let’s focus on what is meaningful and what is feasible,” he stated. The NDC announced the opening of nominations for presidential and parliamentary primaries from Wednesday, February 22, 2023. According to a statement from the party, effective midnight of February 22, 2023, “nomination forms for parliamentary candidates will be accessible to all persons for purchase on the official website of the party; https://www.ghanandc.com. “Nomination forms for presidential aspirants can be obtained from the Office of the General Secretary at the party’s headquarters at Adabraka, Accra, effective 8am tomorrow.”AE/WA"
65,NDC suspends parliamentary primaries in 23 constituencies,"The largest opposition party in Ghana, National Democratic Congress (NDC), has put on hold parliamentary primaries in 23 constituencies as it readies to elect candidates for the 2024 parliamentary elections.The decision was announced by the NDC General Secretary, Fifi Kwetey in a statement on Tuesday.The NDC opens the picking of nomination forms on Wednesday.The affected constituencies are: Ayawaso Central, Amasaman, Afram Plains South, Akwatia, Effutu, Gomoa Central, Amenfi East, Evalue Gwira, Assin North, Pusiga, Tarkwa Nsuaem, Ayensuano, Adansi Asokwa, Offinso North, Ahafo Ano North, Sekyere Afram Plains, Ahafo Ano South West(Aduagyaman) Bosome Freho, Asante Akim Central, Manso Adubia, Manhyia South, Subin, Fomena.“The Functional Executive Committee will in due course announce the date for the opening of nominations in the above Constituencies,” the statement added.The NDC has announced that all is set for the opening of nominations for the election of its presidential and parliamentary candidates for the 2024 general elections.The statement by the party said effective midnight, Wednesday, 22nd February 2023, nomination forms for parliamentary candidates will be accessible to all persons for purchase on the official website of the party; www.ghanandc.com.Also, presidential aspirants have been asked to pick nomination forms from the Office of the General Secretary at the Party’s Headquarters at Adabraka, Accra effective 8am on WednesdayBelow is the statement below:NDC TO OPEN NOMINATIONS FOR PRESIDENTIAL AND PARLIAMENTARY PRIMARIES TOMORROW.The National Democratic Congress wishes to announce for the information of the public that all is set for the opening of nominations for the election of its Presidential candidate and Parliamentary Candidates for the 2024 General Elections.As such, effective, midnight of 22nd February 2023, Nomination Forms for Parliamentary Candidates will be accessible to all persons for purchase on the official website of the party; www.ghanandc.com.Nomination forms for Presidential aspirants can be obtained from the Office of the General Secretary at the Party’s Headquarters at Adabraka, Accra effective 8 am tomorrow.The Functional Executive Committee of the party has however put the opening of nominations for parliamentary primaries in some constituencies on hold. These constituencies are:Ayawaso CentralAmasamanAfram Plains SouthAkwatiaEfutuGomoa CentralAmenfi EastEvalue GwiraAssin NorthPusigaTarkwa NsuaemAyensuanoAdansi AsokwaOffinso NorthAhafo Ano NorthSekyere Afram PlainsAhafo Ano South West (Aduagyman)Bosome FrehoAsante Akim CentralManso AdubiaManhyia SouthSubinFomenaThe Functional Executive Committee will in due course announce the date for the opening of nominations in the above Constituencies.Signed.Comrade Fifi Fiavi KweteyGeneral Secretary"
66,Big names don't win elections - Francis Addai-Nimoh on NPP flagbearer race,"Francis Addai-Nimoh has shot down claims that big names in politics give people an advantage over their peers in any political race. According to the flagbearer-hopeful of the ruling New Patriotic Party (NPP), although it appears some of the personalities who have also indicated their intentions to run for the vacant role in the party are ‘bigger’ than him, that is not what will win them the elections. He explained that it takes such attributes as character and endearment to be able to win the hearts of the delegates of the party. “Big names do not win elections. Elections are won by your character, by your good self – endearing yourself to the electorates, articulating your vision and they having the acceptability for you that you could be, and you are qualified to be their leader; not necessarily any name as such,” he explained. Speaking with GhanaWeb TV’s Etsey Atisu in an interview on Election Desk, Francis Addai-Nimoh recalled how, for instance, he out-performed many more experienced names in the party during the 2014 presidential primaries of the NPP. He said that because of the confidence the delegates have in him, he came out third in that race, even though he was regarded as the underdog in the race. “Similarly, in 2014, when the seven contestants, and I was one of them, I was seen to be the underdog; I was seen to be someone unknown in the political environment of our country. The other six contestants had all worked under J. A. Kufuor’s administration either as ministers of state, or deputy ministers of state, and Addai-Nimoh had not been in that position before. “But when we went through that process in 2014, I came in third, which was an enviable position that I secured for myself, and that shows the potential that the NPP delegates found in me and then encouraged me to make progress with this ambition,” he added. The former Member of Parliament for Mampong also shared some other reasons why he is vying for the flagbearer position of the NPP again. Watch more below:AE/OGB"
